,traffic-nj511-minutes-route_4_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_upper_level,traffic-nj511-minutes-i-95_from_i-80_to_the_alexander_hamilton_bridge_via_lower_level,traffic-nj511-minutes-route_4_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_lower_level,traffic-nj511-minutes-i-95_from_i-80_to_the_alexander_hamilton_bridge_via_upper_level,traffic-nj511-minutes-route_46_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_lower_level
0,5.0,8.0,5.0,8.0,5.0
1,5.0,8.0,5.0,8.0,6.0
2,5.0,8.0,5.0,8.0,5.0
3,5.0,8.0,5.0,8.0,6.0
4,5.0,9.0,5.0,8.0,6.0
5,5.0,9.0,5.0,8.0,6.0
6,5.0,9.0,5.0,8.0,6.0
7,5.0,10.0,6.0,8.0,6.0
8,5.0,11.0,6.0,8.0,6.0
9,5.0,11.0,6.0,8.0,6.0
10,5.0,11.0,6.0,8.0,6.0
11,5.0,11.0,6.0,8.0,7.0
12,5.0,10.0,6.0,8.0,7.0
13,5.0,10.0,5.0,8.0,6.0
14,5.0,9.0,5.0,8.0,6.0
15,5.0,9.0,5.0,8.0,6.0
16,5.0,8.0,5.0,8.0,5.0
17,5.0,8.0,5.0,8.0,5.0
18,5.0,8.0,5.0,8.0,5.0
19,5.0,8.0,5.0,8.0,6.0
20,5.0,8.0,5.0,8.0,6.0
21,5.0,8.0,5.0,8.0,6.0
22,5.0,7.0,5.0,9.0,6.0
23,5.0,7.0,5.0,10.0,5.0
24,6.0,7.0,5.0,11.0,5.0
25,7.0,7.0,5.0,12.0,6.0
26,7.0,7.0,5.0,12.0,6.0
27,7.0,7.0,5.0,12.0,6.0
28,7.0,7.0,5.0,11.0,5.0
29,7.0,7.0,5.0,10.0,5.0
30,6.0,7.0,5.0,10.0,5.0
31,6.0,7.0,5.0,9.0,5.0
32,5.0,8.0,5.0,8.0,5.0
33,6.0,8.0,5.0,10.0,5.0
34,6.0,8.0,5.0,9.0,5.0
35,6.0,8.0,5.0,9.0,5.0
36,6.0,8.0,5.0,8.0,5.0
37,5.0,8.0,5.0,7.0,5.0
38,5.0,8.0,5.0,7.0,5.0
39,5.0,8.0,5.0,7.0,6.0
40,5.0,7.0,5.0,7.0,5.0
41,5.0,7.0,5.0,7.0,5.0
42,5.0,7.0,5.0,7.0,5.0
43,5.0,8.0,5.0,7.0,5.0
44,5.0,8.0,5.0,7.0,5.0
45,5.0,7.0,5.0,7.0,5.0
46,5.0,7.0,5.0,8.0,5.0
47,5.0,7.0,5.0,8.0,5.0
48,5.0,7.0,5.0,8.0,5.0
49,5.0,7.0,5.0,8.0,5.0
50,5.0,7.0,5.0,8.0,5.0
51,5.0,7.0,5.0,8.0,6.0
52,5.0,7.0,5.0,8.0,5.0
53,5.0,7.0,5.0,8.0,5.0
54,5.0,7.0,5.0,8.0,5.0
55,5.0,7.0,5.0,7.0,5.0
56,5.0,7.0,5.0,7.0,5.0
57,5.0,7.0,5.0,7.0,5.0
58,5.0,7.0,5.0,7.0,5.0
59,5.0,7.0,5.0,7.0,5.0
60,5.0,7.0,5.0,7.0,5.0
61,5.0,7.0,5.0,7.0,5.0
62,5.0,7.0,5.0,7.0,5.0
63,5.0,7.0,5.0,7.0,5.0
64,5.0,7.0,5.0,7.0,5.0
65,5.0,7.0,5.0,7.0,5.0
66,5.0,7.0,5.0,7.0,5.0
67,5.0,7.0,5.0,7.0,5.0
68,5.0,7.0,5.0,7.0,5.0
69,5.0,7.0,5.0,7.0,5.0
70,5.0,7.0,5.0,7.0,5.0
71,5.0,7.0,5.0,7.0,5.0
72,5.0,7.0,5.0,7.0,5.0
73,5.0,7.0,5.0,7.0,5.0
74,5.0,7.0,5.0,7.0,5.0
75,5.0,7.0,5.0,7.0,5.0
76,5.0,7.0,5.0,7.0,5.0
77,5.0,7.0,5.0,7.0,5.0
78,5.0,7.0,5.0,7.0,5.0
79,5.0,7.0,5.0,7.0,5.0
80,5.0,7.0,5.0,7.0,5.0
81,5.0,7.0,5.0,7.0,5.0
82,5.0,7.0,5.0,7.0,5.0
83,5.0,7.0,5.0,7.0,6.0
84,5.0,7.0,5.0,7.0,5.0
85,5.0,7.0,5.0,7.0,5.0
86,5.0,7.0,5.0,7.0,5.0
87,5.0,7.0,5.0,7.0,5.0
88,5.0,7.0,5.0,7.0,5.0
89,5.0,7.0,5.0,7.0,5.0
90,5.0,7.0,5.0,7.0,6.0
91,5.0,7.0,5.0,7.0,5.0
92,5.0,7.0,5.0,7.0,5.0
93,5.0,7.0,5.0,7.0,5.0
94,5.0,7.0,5.0,7.0,5.0
95,5.0,7.0,5.0,7.0,5.0
96,5.0,7.0,5.0,7.0,5.0
97,5.0,7.0,5.0,7.0,5.0
98,5.0,7.0,5.0,7.0,5.0
99,5.0,7.0,5.0,7.0,5.0
100,5.0,7.0,5.0,7.0,5.0
101,5.0,7.0,5.0,7.0,5.0
102,5.0,7.0,5.0,7.0,5.0
103,5.0,7.0,5.0,7.0,5.0
104,5.0,7.0,5.0,7.0,5.0
105,5.0,7.0,5.0,7.0,5.0
106,5.0,7.0,5.0,7.0,5.0
107,5.0,7.0,5.0,7.0,5.0
108,5.0,7.0,5.0,7.0,5.0
109,5.0,7.0,5.0,7.0,5.0
110,5.0,7.0,5.0,7.0,5.0
111,5.0,7.0,5.0,7.0,5.0
112,5.0,7.0,5.0,7.0,5.0
113,5.0,7.0,5.0,7.0,5.0
114,5.0,7.0,5.0,7.0,5.0
115,5.0,7.0,5.0,7.0,5.0
116,5.0,9.0,7.0,7.0,5.0
117,5.0,7.0,5.0,7.0,8.0
118,5.0,7.0,5.0,7.0,5.0
119,5.0,7.0,5.0,7.0,5.0
120,5.0,7.0,5.0,7.0,5.0
121,5.0,7.0,5.0,7.0,5.0
122,5.0,7.0,5.0,7.0,5.0
123,5.0,7.0,5.0,7.0,5.0
124,5.0,7.0,5.0,7.0,5.0
125,5.0,7.0,5.0,7.0,5.0
126,5.0,7.0,5.0,7.0,7.0
127,5.0,7.0,5.0,7.0,5.0
128,5.0,7.0,5.0,7.0,5.0
129,5.0,7.0,5.0,7.0,5.0
130,5.0,7.0,5.0,7.0,5.0
131,5.0,7.0,5.0,7.0,5.0
132,5.0,7.0,5.0,7.0,5.0
133,5.0,7.0,5.0,7.0,6.0
134,5.0,7.0,5.0,7.0,5.0
135,5.0,7.0,5.0,7.0,5.0
136,5.0,7.0,5.0,7.0,5.0
137,5.0,7.0,5.0,7.0,5.0
138,5.0,7.0,5.0,7.0,5.0
139,5.0,7.0,5.0,7.0,5.0
140,5.0,7.0,5.0,7.0,5.0
141,5.0,7.0,5.0,7.0,5.0
142,5.0,7.0,5.0,7.0,5.0
143,5.0,7.0,5.0,7.0,5.0
144,5.0,7.0,5.0,7.0,5.0
145,5.0,7.0,5.0,7.0,5.0
146,5.0,7.0,5.0,7.0,5.0
147,5.0,7.0,5.0,7.0,5.0
148,5.0,7.0,5.0,7.0,7.0
149,5.0,7.0,5.0,7.0,5.0
150,5.0,7.0,5.0,7.0,5.0
151,5.0,7.0,5.0,7.0,6.0
152,5.0,7.0,5.0,7.0,5.0
153,5.0,7.0,5.0,7.0,5.0
154,5.0,7.0,5.0,7.0,5.0
155,5.0,7.0,5.0,7.0,5.0
156,5.0,7.0,5.0,7.0,5.0
157,5.0,7.0,5.0,7.0,5.0
158,5.0,7.0,5.0,7.0,5.0
159,5.0,7.0,5.0,7.0,5.0
160,5.0,7.0,5.0,7.0,5.0
161,5.0,7.0,5.0,7.0,5.0
162,5.0,7.0,5.0,7.0,5.0
163,5.0,7.0,5.0,7.0,5.0
164,5.0,7.0,5.0,7.0,5.0
165,5.0,7.0,5.0,7.0,5.0
166,5.0,7.0,5.0,7.0,5.0
167,5.0,7.0,5.0,7.0,5.0
168,5.0,7.0,5.0,7.0,5.0
169,5.0,7.0,5.0,7.0,5.0
170,5.0,7.0,5.0,7.0,5.0
171,5.0,7.0,5.0,7.0,5.0
172,5.0,7.0,5.0,7.0,5.0
173,5.0,7.0,5.0,7.0,5.0
174,5.0,7.0,5.0,7.0,5.0
175,5.0,7.0,5.0,7.0,5.0
176,5.0,7.0,5.0,7.0,5.0
177,5.0,7.0,5.0,7.0,5.0
178,5.0,7.0,5.0,7.0,6.0
179,5.0,7.0,5.0,7.0,6.0
180,5.0,7.0,5.0,7.0,6.0
181,5.0,7.0,5.0,7.0,5.0
182,5.0,7.0,5.0,7.0,5.0
183,5.0,7.0,5.0,7.0,5.0
184,5.0,7.0,5.0,7.0,5.0
185,5.0,7.0,5.0,7.0,5.0
186,5.0,7.0,5.0,7.0,5.0
187,5.0,7.0,5.0,7.0,5.0
188,5.0,7.0,5.0,7.0,5.0
189,5.0,7.0,5.0,7.0,5.0
190,5.0,7.0,5.0,7.0,5.0
191,5.0,7.0,5.0,7.0,5.0
192,5.0,7.0,5.0,7.0,5.0
193,5.0,7.0,5.0,7.0,5.0
194,5.0,7.0,5.0,7.0,5.0
195,5.0,7.0,5.0,7.0,5.0
196,5.0,7.0,5.0,7.0,5.0
197,5.0,7.0,5.0,7.0,5.0
198,5.0,7.0,5.0,7.0,5.0
199,5.0,7.0,5.0,7.0,5.0
200,5.0,7.0,5.0,7.0,5.0
201,5.0,7.0,5.0,7.0,5.0
202,5.0,7.0,5.0,7.0,5.0
203,5.0,7.0,5.0,7.0,5.0
204,5.0,7.0,5.0,7.0,5.0
205,5.0,7.0,5.0,7.0,5.0
206,5.0,7.0,5.0,7.0,6.0
207,5.0,7.0,5.0,7.0,5.0
208,5.0,7.0,5.0,7.0,5.0
209,5.0,7.0,5.0,7.0,5.0
210,5.0,7.0,5.0,7.0,5.0
211,5.0,7.0,5.0,7.0,5.0
212,5.0,7.0,5.0,7.0,6.0
213,5.0,8.0,5.0,7.0,6.0
214,5.0,8.0,5.0,7.0,6.0
215,5.0,8.0,5.0,7.0,6.0
216,5.0,8.0,5.0,7.0,6.0
217,5.0,8.0,5.0,7.0,6.0
218,5.0,8.0,5.0,8.0,6.0
219,5.0,8.0,5.0,8.0,6.0
220,5.0,8.0,5.0,8.0,6.0
221,5.0,8.0,5.0,8.0,6.0
222,5.0,8.0,6.0,8.0,6.0
223,5.0,9.0,6.0,8.0,7.0
224,5.0,9.0,6.0,8.0,7.0
225,5.0,9.0,6.0,8.0,7.0
226,5.0,9.0,6.0,8.0,7.0
227,5.0,9.0,7.0,8.0,7.0
228,5.0,9.0,6.0,8.0,7.0
229,6.0,9.0,7.0,8.0,8.0
230,6.0,9.0,7.0,8.0,8.0
231,7.0,9.0,7.0,9.0,8.0
232,7.0,9.0,7.0,9.0,8.0
233,7.0,9.0,7.0,10.0,7.0
234,8.0,10.0,7.0,10.0,8.0
235,8.0,11.0,8.0,11.0,8.0
236,8.0,11.0,8.0,11.0,9.0
237,9.0,12.0,8.0,11.0,9.0
238,9.0,12.0,9.0,11.0,9.0
239,9.0,12.0,9.0,12.0,9.0
240,9.0,12.0,9.0,12.0,10.0
241,9.0,12.0,9.0,12.0,10.0
242,9.0,12.0,9.0,12.0,9.0
243,9.0,11.0,8.0,12.0,9.0
244,9.0,11.0,8.0,11.0,9.0
245,9.0,11.0,8.0,11.0,8.0
246,8.0,10.0,7.0,11.0,8.0
247,8.0,10.0,6.0,11.0,7.0
248,7.0,9.0,6.0,10.0,6.0
249,7.0,9.0,6.0,10.0,6.0
250,7.0,9.0,5.0,10.0,6.0
251,6.0,8.0,5.0,9.0,5.0
252,6.0,8.0,5.0,9.0,6.0
253,6.0,8.0,5.0,10.0,6.0
254,7.0,8.0,5.0,10.0,5.0
255,7.0,8.0,5.0,10.0,6.0
256,7.0,8.0,5.0,10.0,6.0
257,7.0,8.0,5.0,10.0,6.0
258,7.0,8.0,5.0,10.0,6.0
259,7.0,8.0,5.0,10.0,6.0
260,6.0,8.0,5.0,10.0,6.0
261,6.0,8.0,5.0,9.0,6.0
262,6.0,8.0,5.0,9.0,6.0
263,5.0,8.0,5.0,9.0,6.0
264,5.0,8.0,5.0,9.0,6.0
265,6.0,8.0,5.0,9.0,6.0
266,6.0,8.0,5.0,10.0,5.0
267,8.0,8.0,5.0,10.0,5.0
268,7.0,8.0,5.0,10.0,6.0
269,7.0,7.0,5.0,10.0,5.0
270,7.0,7.0,5.0,10.0,6.0
271,7.0,7.0,5.0,10.0,5.0
272,7.0,7.0,5.0,10.0,5.0
